word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
בה	בָּהּ	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בָּהּ	בָּהּ
עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
יכלה	יָכְלָה	יכל	יכל	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	יָכְלָה	יָכְלָה
כוחי	כּוֹחִי	כּוֹחַ	כוח	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	כּוֹחִי	כּוֹחִי
.	.			PUNCTUATION												False	.	.

אתה	אַתָּה	אֲנִי	אני	PRONOUN		MASCULINE	SINGULAR	PERSON_2								False	אַתָּה	אַתָּה
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ארץ	אֶרֶץ	אֶרֶץ	ארץ	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אֶרֶץ	אֶרֶץ
אבודה	אֲבוּדָה	אָבוּד	אבוד	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אֲבוּדָה	אֲבוּדָה
לנצח	לָנֶצַח	נֶצַח	נצח	ADVERB												False	לָנֶצַח	לָנֶצַח

אך	אַךְ	אַךְ	אך	CONJUNCTION												False	אַךְ	אַךְ
שורשיך	שׇׁרָשֶׁיךָ	שֹׁרֶשׁ	שורש	NOUN		MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שׇׁרָשֶׁיךָ	שׇׁרָשֶׁיךָ
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
בתוך	בְּתוֹךְ	בְּתוֹךְ	בתוך	PREPOSITION												False	בְּתוֹךְ	בְּתוֹךְ
תוכי	תּוֹכִי	תָּוֶךְ	תווך	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	תּוֹכִי	תּוֹכִי
.	.			PUNCTUATION												False	.	.

תן	תֵּן	נתן	נתן	VERB		MASCULINE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	תֵּן	תֵּן
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
זמן	זְמַן	זְמַן	זמן	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	זְמַן	זְמַן
,	,			PUNCTUATION												False	,	,
הושט	הוֹשֵׁט	ישׁט	ישׁט	VERB		MASCULINE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_HIFIL					False	הוֹשֵׁט	הוֹשֵׁט
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
יד	יָד	יָד	יד	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	יָד	יָד
,	,			PUNCTUATION												False	,	,

עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
נגלה	נְגַלֶּה	גלי	גלי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PIEL					False	נְגַלֶּה	נְגַלֶּה
ביחד	בְּיַחַד	יַחַד	יחד	ADVERB												False	בְּיַחַד	בְּיַחַד
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|ארץ	הָ|אָרֶץ	אֶרֶץ	ארץ	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאָרֶץ	אֶרֶץ
.	.			PUNCTUATION												False	.	.

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
יודעת	יוֹדַעַת	ידע	ידע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹדַעַת	יוֹדַעַת
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
רבה	רַבָּה	רַב	רב	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רַבָּה	רַבָּה
ה|דרך	הַ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדֶּרֶךְ	דֶּרֶךְ
,	,			PUNCTUATION												False	,	,

אך	אַךְ	אַךְ	אך	CONJUNCTION												False	אַךְ	אַךְ
שורשיך	שׇׁרָשֶׁיךָ	שֹׁרֶשׁ	שורש	NOUN		MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שׇׁרָשֶׁיךָ	שׇׁרָשֶׁיךָ
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
בתוך	בְּתוֹךְ	בְּתוֹךְ	בתוך	PREPOSITION												False	בְּתוֹךְ	בְּתוֹךְ
תוכי	תּוֹכִי	תָּוֶךְ	תווך	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	תּוֹכִי	תּוֹכִי
.	.			PUNCTUATION												False	.	.

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
מוצאת	מוֹצֵאת	מצא	מצא	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	מוֹצֵאת	מוֹצֵאת
ב|מסתרי	בְּ|מִסְתְּרֵי	מִסְתָּר	מסתר	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	בְּמִסְתְּרֵי	מִסְתְּרֵי
ה|חורש	הַ|חֹרֶשׁ	חֹרֶשׁ	חורש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֹרֶשׁ	חֹרֶשׁ

פינות	פִּנּוֹת	פִּנָּה	פינה	NOUN		FEMININE	PLURAL		CONSTRUCT							False	פִּנּוֹת	פִּנּוֹת
בן	בֶּן	בֶּן	בן	PROPERNAME												False	בֶּן	בֶּן
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
דרכה	דַּרְכָּהּ	דֶּרֶךְ	דרך	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	דַּרְכָּהּ	דַּרְכָּהּ
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה

וב|צילן	וּבְ|צִלָּן	צֵל	צל	NOUN	CONJUNCTION+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	וּבְצִלָּן	צִלָּן
אפול	אֶפֹּל	נפל	נפל	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL					False	אֶפֹּל	אֶפֹּל
מוכת	מֻכַּת			NOUN		FEMININE	SINGULAR		CONSTRUCT			POSSESIVEPRONOUN				False	מֻכַּת	מֻכַּת
סחרחורת	סְחַרְחֹרֶת	סְחַרְחֹרֶת	סחרחורת	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	סְחַרְחֹרֶת	סְחַרְחֹרֶת
,	,			PUNCTUATION												False	,	,

ה|זאת	הַ|זֹּאת	זֶה	זה	PRONOUN	DEFINITEARTICLE	FEMININE	SINGULAR	PERSON_3								False	הַזֹּאת	זֹאת
ה|ארץ	הָ|אָרֶץ	אֶרֶץ	ארץ	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאָרֶץ	אֶרֶץ
ה|טובה	הַ|טּוֹבָה	טוֹב	טוב	ADJECTIVE	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַטּוֹבָה	טוֹבָה
?	?			PUNCTUATION												False	?	?

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
יודעת	יוֹדַעַת	ידע	ידע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹדַעַת	יוֹדַעַת
עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
ימי	יָמַי	יוֹם	יום	NOUN		MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	יָמַי	יָמַי
יתמו	יִתְּמוּ	יתם	יתם	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PIEL					False	יִתְּמוּ	יִתְּמוּ

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
,	,			PUNCTUATION												False	,	,
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
אבואה	אֲבוֹאָהּ	בוא	בוא	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL	ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אֲבוֹאָהּ	אֲבוֹאָהּ
עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
עמקי	עִמְקֵי	עֵמֶק	עמק	NOUN		MASCULINE	PLURAL		CONSTRUCT							False	עִמְקֵי	עִמְקֵי
ליבך	לִבְּךָ	לֵב	לב	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לִבְּךָ	לִבְּךָ
,	,			PUNCTUATION												False	,	,

אך	אַךְ	אַךְ	אך	CONJUNCTION												False	אַךְ	אַךְ
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
יפה	יָפָה	יָפָה	יפה	PROPERNAME												False	יָפָה	יָפָה
ה|דרך	הַ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדֶּרֶךְ	דֶּרֶךְ
בה	בָּהּ	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בָּהּ	בָּהּ
השארתי	הִשְׁאַרְתִּי	שׁאר	שׁאר	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_HIFIL					False	הִשְׁאַרְתִּי	הִשְׁאַרְתִּי

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
פסיעותי	פְּסִיעוֹתַי	פְּסִיעָה	פסיעה	NOUN		FEMININE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	פְּסִיעוֹתַי	פְּסִיעוֹתַי
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אדמתך	אַדְמָתְךָ	אֲדָמָה	אדמה	NOUN		FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אַדְמָתְךָ	אַדְמָתְךָ
.	.			PUNCTUATION												False	.	.

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
יודעת	יוֹדַעַת	ידע	ידע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹדַעַת	יוֹדַעַת
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
רבה	רַבָּה	רַב	רב	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רַבָּה	רַבָּה
ה|דרך	הַ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדֶּרֶךְ	דֶּרֶךְ
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
ב|עקבותיו	בְּ|עִקְבוֹתָיו	עִקְבָה	עקבה	NOUN	PREPOSITION	FEMININE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בְּעִקְבוֹתָיו	עִקְבוֹתָיו
/	/			PUNCTUATION												False	/	/
גלי	גַּלִּי	גַּלִּי	גלי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	גַּלִּי	גַּלִּי
עטרי	עָטָרִי	עָטָרִי	עטרי	PROPERNAME												False	עָטָרִי	עָטָרִי

מי	מִי	מִי	מי	INTERROGATIVE												False	מִי	מִי
ידליק	יַדְלִיק	דלק	דלק	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_HIFIL					False	יַדְלִיק	יַדְלִיק
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|אור	הָ|אוֹר	אוֹר	אור	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאוֹר	אוֹר

ל|מי	לְ|מִי	מִי	מי	INTERROGATIVE	PREPOSITION											False	לְמִי	מִי
יש	יֵשׁ	יֵשׁ	יש	EXISTENTIAL												False	יֵשׁ	יֵשׁ
רמז	רֶמֶז	רֶמֶז	רמז	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	רֶמֶז	רֶמֶז
ש|ימסור	שֶׁ|יִּמְסֹר	מסר	מסר	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	שֶׁיִּמְסֹר	יִמְסֹר

ל|איזה	לְ|אֵיזֶה	אֵיזֶה	איזה	INTERROGATIVE	PREPOSITION	MASCULINE										False	לְאֵיזֶה	אֵיזֶה
כיוון	כִּוּוּן	כִּוּוּן	כיוון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	כִּוּוּן	כִּוּוּן
וב|איזו	וּבְ|אֵיזוֹ	אֵיזֶה	איזה	QUANTIFIER	CONJUNCTION+PREPOSITION	FEMININE	SINGULAR	PERSON_3	ABSOLUTECONSTRUCT							False	וּבְאֵיזוֹ	אֵיזוֹ
חולצה	חֻלְצָה	חֻלְצָה	חולצה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	חֻלְצָה	חֻלְצָה

ל|איפה	לְ|אֵיפֹה	אֵיפֹה	איפה	INTERROGATIVE	PREPOSITION											False	לְאֵיפֹה	אֵיפֹה
ה|דרך	הַ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדֶּרֶךְ	דֶּרֶךְ
אותה	אוֹתָהּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתָהּ	אוֹתָהּ
הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
חצה	חָצָה	חצי	חצי	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	חָצָה	חָצָה

בעקבותיו	בְּעִקְבוֹתָיו	בְּעִקְבוֹת	בעקבות	PREPOSITION		MASCULINE						ACCUSATIVENOMINATIVE		SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בְּעִקְבוֹתָיו	בְּעִקְבוֹתָיו
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
כאן	כָּאן	כָּאן	כאן	ADVERB												False	כָּאן	כָּאן
לבדי	לְבַדִּי	לְבַד	לבד	ADVERB								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לְבַדִּי	לְבַדִּי

ו|בינתיים	וּ|בֵינְתַיִם	בֵּינָתַיִם	בינתיים	ADVERB	CONJUNCTION											False	וּבֵינְתַיִם	בֵּינְתַיִם
ה|כל	הַ|כֹּל	כֹּל	כול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֹּל	כֹּל
נגדי	נֶגְדִּי	נֶגֶד	נגד	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	נֶגְדִּי	נֶגְדִּי
.	.			PUNCTUATION												False	.	.

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
ברירה	בְּרֵרָה	בְּרֵרָה	ברירה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	בְּרֵרָה	בְּרֵרָה
,	,			PUNCTUATION												False	,	,
סימטה	סִמְטָה	סִמְטָה	סמטה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	סִמְטָה	סִמְטָה
צרה	צָרָה	צַר	צר	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	צָרָה	צָרָה

ה|כל	הַ|כֹּל	כֹּל	כול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֹּל	כֹּל
דומם	דּוֹמֵם	דּוֹמֵם	דומם	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	דּוֹמֵם	דּוֹמֵם
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
ערה	עֵרָה	עור	עור	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עֵרָה	עֵרָה
,	,			PUNCTUATION												False	,	,

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
מיוחד	מְיֻחָד	מְיֻחָד	מיוחד	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְיֻחָד	מְיֻחָד
בו	בּוֹ	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בּוֹ	בּוֹ
ש|ככה	שֶׁ|כָּכָה	כָּכָה	ככה	ADVERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁכָּכָה	כָּכָה
תפס	תָּפַס	תפס	תפס	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	תָּפַס	תָּפַס

ו|מה	וּ|מָה	מָה	מה	INTERROGATIVE	CONJUNCTION											False	וּמָה	מָה
משוחרר	מְשֻׁחְרָר	שׁחרר	שׁחרר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PUAL					False	מְשֻׁחְרָר	מְשֻׁחְרָר
בי	בִּי	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בִּי	בִּי
ש|כך	שֶׁ|כָּךְ	כָּךְ	כך	ADVERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁכָּךְ	כָּךְ
נאחז	נֶאֱחַז	אחז	אחז	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נֶאֱחַז	נֶאֱחַז

בעקבותיו	בְּעִקְבוֹתָיו	בְּעִקְבוֹת	בעקבות	PREPOSITION		MASCULINE						ACCUSATIVENOMINATIVE		SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בְּעִקְבוֹתָיו	בְּעִקְבוֹתָיו
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
כאן	כָּאן	כָּאן	כאן	ADVERB												False	כָּאן	כָּאן
לבדי	לְבַדִּי	לְבַד	לבד	ADVERB								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לְבַדִּי	לְבַדִּי

ו|בינתיים	וּ|בֵינְתַיִם	בֵּינָתַיִם	בינתיים	ADVERB	CONJUNCTION											False	וּבֵינְתַיִם	בֵּינְתַיִם
ה|כל	הַ|כֹּל	כֹּל	כול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֹּל	כֹּל
נגדי	נֶגְדִּי	נֶגֶד	נגד	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	נֶגְדִּי	נֶגְדִּי
.	.			PUNCTUATION												False	.	.

דרך	דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	דֶּרֶךְ	דֶּרֶךְ
ארוכה	אֲרֻכָּה	אָרֹךְ	ארוך	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אֲרֻכָּה	אֲרֻכָּה
עברתי	עָבַרְתִּי	עבר	עבר	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	עָבַרְתִּי	עָבַרְתִּי
יש	יֵשׁ	יֵשׁ	יש	EXISTENTIAL												False	יֵשׁ	יֵשׁ
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
מטרה	מַטָּרָה	מַטָּרָה	מטרה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	מַטָּרָה	מַטָּרָה
,	,			PUNCTUATION												False	,	,

דרך	דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	דֶּרֶךְ	דֶּרֶךְ
פרטית	פְּרָטִית	פְּרָטִי	פרטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	פְּרָטִית	פְּרָטִית
,	,			PUNCTUATION												False	,	,
דרך	דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	דֶּרֶךְ	דֶּרֶךְ
בלי	בְּלִי	בְּלִי	בלי	PREPOSITION												False	בְּלִי	בְּלִי
חזרה	חֲזָרָה	חֲזָרָה	חזרה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	חֲזָרָה	חֲזָרָה

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
אכפת	אִכְפַּת	אִכְפַּת	אכפת	MODAL												False	אִכְפַּת	אִכְפַּת
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
יגידו	יַגִּידוּ	נגד	נגד	VERB		MASCULINE	PLURAL	PERSON_3		FUTURE	BINYAN_HIFIL					False	יַגִּידוּ	יַגִּידוּ
,	,			PUNCTUATION												False	,	,
אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
משנה	מְשַׁנֶּה	שׁני	שני	ADVERB												False	מְשַׁנֶּה	מְשַׁנֶּה

איש	אִישׁ	אִישׁ	איש	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אִישׁ	אִישׁ
ב|מקומי	בִּ|מְקוֹמִי	מָקוֹם	מקום	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בִּמְקוֹמִי	מְקוֹמִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ביתי	בֵּיתִי	בַּיִת	בית	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בֵּיתִי	בֵּיתִי
בשבילי	בִּשְׁבִילִי	בִּשְׁבִיל	בשביל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בִּשְׁבִילִי	בִּשְׁבִילִי
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
יבנה	יִבְנֶה	בני	בני	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	יִבְנֶה	יִבְנֶה
.	.			PUNCTUATION												False	.	.

לילה	לַיְלָה	לַיְלָה	לילה	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	לַיְלָה	לַיְלָה
קר	קַר	קַר	קר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קַר	קַר
פרוזדור	פְּרוֹזְדוֹר	פְּרוֹזְדוֹר	פרוזדור	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פְּרוֹזְדוֹר	פְּרוֹזְדוֹר
מואר	מוּאָר	מוּאָר	מואר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מוּאָר	מוּאָר
